,id,_3_4_methylenedioxyethylamphetamine,_3_4_methylene_dioxy_methylamphetamine,_3_4_methylenedioxyphenylacetone,_4f_mdmb_butinaca,_5f_adb,_5f_mdmb_pica,abime,acetylcodeine,acetylthebaol,acide_4_hydroxybutanoique,acide_benzoique,acide_borique,adb_butinaca,amidon,aminopyrine,amoxycilline,amphetamine,benzocaine,benzoylecgonine,bicarbonate_de_sodium,bicarbonates,buprenorphine,cafeine,cannabidiol,cannabigerol,cannabinol,cbd,cbn,cis_cinnamoylcocaine,clonazepam,clotrimazole,cocaine,codeine,couleur,couleur_exterieur,couleur_exterieur_1,couleur_exterieur_2,couleur_interieur,creatine,delta8_tetrahydrocannabinol,delta9_tetrahydrocannabinol,description_de_l_objet,dextromethorphane,diametre,diltiazem,dimethylterephtalate,diphenydramine,ecgonidine,ecgoninemethylester,epaisseur,etiquette,forme,fub_amb,gammabutyrolactone,glucose,griseofulvine,guaifenesine,hauteur,heroine,hydroxyzine,ibuprofene,inositol,isoleucine,ketamine,lactitol,lactose,largeur,leucine,levamisole,lidocaine,logo,longueur,maltose,mannitol,masse,mdmb_4en_pinaca,meconine,methamphetamine,methylecgonidine,monoacetylmorphine,morphine,nicotine,n_methyl_tryptamine,nom_de_logo,norcocaine,noscapine,numero_echantillon,o3_monoacetylmorphine_,o6_monoacetylmorphine,ovule,oxycodone,papaverine,paracetamol,phenacetine,piracetam,presentation,procaine,pv8,saccharose,secabilite_recto,secabilite_verso,sorbitol,talc,taux_cbd,taux_cbn,terephtalates,tetracaine,tramadol,trans_cinnamoylcocaine,tropacocaine,type_drogue,uree,valine,vanilline,visqueux
59,60,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,P4A,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
60,61,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,P6A,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
61,62,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,P7A,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
62,63,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,P8A,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
63,64,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,P10A,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
64,65,51.6,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grise,,,,,,,,,,,,,,,5.6,,Autre,,,,,,13,,,,,,,,,9.3,,,,Non,,,,489,,,,,,,,,,,,P11A,,,,,,,,,,,,,Aucune,Aucune,,,,,,,,,,Amphétamine et dérivés,,,,
65,66,51.6,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grise,,,,,,,,,,,,,,,5.6,,Autre,,,,,,13,,,,,,,,,9.3,,,,Non,,,,489,,,,,,,,,,,,P12A,,,,,,,,,,,,,Aucune,Aucune,,,,,,,,,,Amphétamine et dérivés,,,,
66,67,51.6,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grise,,,,,,,,,,,,,,,5.6,,Autre,,,,,,13,,,,,,,,,9.3,,,,Non,,,,489,,,,,,,,,,,,P13A,,,,,,,,,,,,,Aucune,Aucune,,,,,,,,,,Amphétamine et dérivés,,,,
67,68,51.6,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grise,,,,,,,,,,,,,,,5.6,,Autre,,,,,,13,,,,,,,,,9.3,,,,Non,,,,489,,,,,,,,,,,,P14A,,,,,,,,,,,,,Aucune,Aucune,,,,,,,,,,Amphétamine et dérivés,,,,
68,69,51.6,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grise,,,,,,,,,,,,,,,5.6,,Autre,,,,,,13,,,,,,,,,9.3,,,,Non,,,,489,,,,,,,,,,,,P15A,,,,,,,,,,,,,Aucune,Aucune,,,,,,,,,,Amphétamine et dérivés,,,,
69,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,Translucide,Blanche,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,23,,,,,,,,,,,,,,,20_053989 à 20_053995,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
70,71,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,6B,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
71,72,,,,,,,,,,,,,,,,,93.5,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,7B,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
72,73,,,,,,,,,,,,,,,,,85.1,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,8B,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
73,74,,,,,,,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,9B,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
74,75,,,,,,,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,10B,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
75,76,,,,,,,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1B,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
76,77,,,,,,,,,,,,,,,,,91.4,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,2B,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
77,78,,,,,,,,,,,,,,,,,91.4,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,3B,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
78,79,,,,,,,,,,,,,,,,,91.4,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,4B,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
79,80,,,,,,,,,,,,,,,,,91.4,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,5B,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
80,81,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,26,,,,,,,,,21,,,,,,,,,,,,,,,,,56,,,,Non,126,,,190.4,,,,,,,,,,,,A1,,,,,,,,,Plaquette,,,,,,,,2.1,1.1,,,,,,Cannabis,,,,
81,82,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,26,,,,,,,,,21,,,,,,,,,,,,,,,,,56,,,,Non,126,,,190.4,,,,,,,,,,,,A2,,,,,,,,,Plaquette,,,,,,,,2.1,1.1,,,,,,Cannabis,,,,
82,83,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,19.5,,,,,,,,,23,Oui,,,,,,,,,,,,,,,,61,,,,Oui,106,,,98.2,,,,,,,,,TOP MEXICANA good vibes souris,,,A5,,,,,,,,,Plaquette,,,,,,,,0,0,,,,,,Cannabis,,,,
83,84,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,19.5,,,,,,,,,23,Oui,,,,,,,,,,,,,,,,61,,,,Oui,106,,,98.2,,,,,,,,,TOP MEXICANA good vibes souris,,,A6,,,,,,,,,Plaquette,,,,,,,,0,0,,,,,,Cannabis,,,,
84,85,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,27,,,,,,,,,23,Oui,,,,,,,,,,,,,,,,55,,,,Oui,118,,,98.9,,,,,,,,,Kinder,,,A7,,,,,,,,,Plaquette,,,,,,,,1.8,0,,,,,,Cannabis,,,,
85,86,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,27,,,,,,,,,23,Oui,,,,,,,,,,,,,,,,55,,,,Oui,118,,,98.9,,,,,,,,,Kinder,,,A8,,,,,,,,,Plaquette,,,,,,,,1.8,0,,,,,,Cannabis,,,,
86,87,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,27,,,,,,,,,23,Oui,,,,,,,,,,,,,,,,55,,,,Oui,118,,,98.9,,,,,,,,,Kinder,,,A9,,,,,,,,,Plaquette,,,,,,,,1.8,0,,,,,,Cannabis,,,,
87,88,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,24,,,,,,,,,,,,,,,,,56,,,,Non,98,,,91.8,,,,,,,,,,,,A3,,,,,,,,,Plaquette,,,,,,,,12,,,,,,,Cannabis,,,,
88,89,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,24,,,,,,,,,,,,,,,,,56,,,,Non,97,,,93.1,,,,,,,,,,,,A4,,,,,,,,,Plaquette,,,,,,,,15.3,,,,,,,Cannabis,,,,
89,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Cannabis,,,,
90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,1p-LSD,,,5402,,,,,,,,,,,,,,,,,,,,,,,,Divers,,,,
91,92,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,0.9,,,,,,,,,,,,3,,,,,,,,,Morceaux,,,,,,,,1.6,0,,,,,,Cannabis,,,,
92,93,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,4,,,,,,,,,Sommités,,,,,,,,5.5,,,,,,,Cannabis,,,,
93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,36.7,,,,,,,,,31,Oui,,,,,,,,,,,,,,,,47,,,,Oui,90,,,86.5,,,,,,,,,VALENTINO,,,2-1,,,,,,,,,Plaquette,,,,,,,,1.7,0,,,,,,Cannabis,,,,
94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,36.7,,,,,,,,,31,Oui,,,,,,,,,,,,,,,,47,,,,Oui,90,,,86.5,,,,,,,,,VALENTINO,,,2-2,,,,,,,,,Plaquette,,,,,,,,1.7,0,,,,,,Cannabis,,,,
95,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,2-3,,,,,,,,,Sommités,,,,,,,,,0,,,,,,Cannabis,,,,
96,97,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,38.2,,,,,,,,,31,Oui,,,,,,,,,,,,,,,,49,,,,Oui,83,,,96.5,,,,,,,,,LACOSTE,,,A1,,,,,,,,,Plaquette,,,,,,,,1.4,0,,,,,,Cannabis,,,,
97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,38.2,,,,,,,,,31,Oui,,,,,,,,,,,,,,,,49,,,,Oui,83,,,96.5,,,,,,,,,LACOSTE,,,A2,,,,,,,,,Plaquette,,,,,,,,1.4,0,,,,,,Cannabis,,,,
98,99,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,32.7,,,,,,,,,17,Oui,,,,,,,,,,,,,,,,50,,,,Oui,65,,,44.9,,,,,,,,,BOGOTA,,,A3,,,,,,,,,Plaquette,,,,,,,,1.2,1.1,,,,,,Cannabis,,,,
99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,0.5,,,,,,,,,,,,14,,,,,,,,,Morceaux,,,,,,,,1.8,1.2,,,,,,Cannabis,,,,
100,101,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,28.7,,,,,,,,,24,Oui,,,,,,,,,,,,,,,,61,,,,Oui,105,,,99,,,,,,,,,cheese lemon,,,24,,,,,,,,,Plaquette,,,,,,,,1.7,1.1,,,,,,Cannabis,,,,
101,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,,Non,,,,,,,,,,,,,,,,23,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
102,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,Liquide,,,,,,,,,,,,,,,Cocaïne,,,,
103,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,Liquide,,,,,,,,,,,,,,,Cocaïne,,,,
104,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,Liquide,,,,,,,,,,,,,,,Cocaïne,,,,
105,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,a,,,,,,,,,Liquide,,,,,,,,,,,,,,,Cocaïne,,,,
106,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,A1,,,,,,,,,Liquide,,,,,,,,,,,,,,,Cocaïne,,,,
107,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,A2,,,,,,,,,Liquide,,,,,,,,,,,,,,,Cocaïne,,,,
108,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,,Non,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
109,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,4,,,,,,,,,Liquide,,,,,,,,,,,,,,,Cocaïne,,,,
110,111,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,78.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,Non,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
111,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,2,,,0,,,,6.5,,,,,,,,,,,,,,,,,Cocaïne,,,,
112,113,50,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bleue,,,,,,,,,10,,,,,,4,,Circulaire,,,,,,,,,,,,,,,,,,,Oui,,,,500,,,,,,,,,speedy gonzales,,,3,,,,,,,,,,,,,Autre,Aucune,,,,,,,,,,Amphétamine et dérivés,,,,
113,114,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,40.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6,,Non,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
114,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,12,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
115,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
116,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,27,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
117,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,30,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
118,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,50,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
119,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,63,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
120,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,40,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
121,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,A1,,,,,,,,,Sommités,,,,,,,,,0,,,,,,Cannabis,,,,
122,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,A3,,,,,,,,,Sommités,,,,,,,,,0,,,,,,Cannabis,,,,
123,124,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,1.9,,,,,,,,,,,,32-31,,,,,,,,,Morceaux,,,,,,,,6.7,4.2,,,,,,Cannabis,,,,
124,125,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,29.6,,,,,,,,,,,,2-35,,,,,,,,,Morceaux,,,,,,,,15.9,0,,,,,,Cannabis,,,,
125,126,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,29.6,,,,,,,,,,,,8-35,,,,,,,,,Morceaux,,,,,,,,15.9,0,,,,,,Cannabis,,,,
126,127,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,29.6,,,,,,,,,,,,9-35,,,,,,,,,Morceaux,,,,,,,,15.9,0,,,,,,Cannabis,,,,
127,128,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,2.7,,,,,,,,,,,,4-35,,,,,,,,,Morceaux,,,,,,,,1.8,0,,,,,,Cannabis,,,,
128,129,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,2.7,,,,,,,,,,,,10-35,,,,,,,,,Morceaux,,,,,,,,1.8,0,,,,,,Cannabis,,,,
129,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,Sommités,,,,,,,,11.1,,,,,,,Cannabis,,,,
130,131,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,4.9,,,,,,,,,,,,2-1,,,,,,,,,Morceaux,,,,,,,,1.6,0,,,,,,Cannabis,,,,
131,132,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,4.9,,,,,,,,,,,,2-2,,,,,,,,,Morceaux,,,,,,,,1.6,0,,,,,,Cannabis,,,,
132,133,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,4.9,,,,,,,,,,,,2-3,,,,,,,,,Morceaux,,,,,,,,1.6,0,,,,,,Cannabis,,,,
133,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7,,Non,,,,,,,,,,,,,,,,4,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
134,135,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,49.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,,Non,,,,,,,,,,,,,,,,29-7,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
135,136,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,49.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,,Non,,,,,,,,,,,,,,,,29-9,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
136,137,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,49.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,,Non,,,,,,,,,,,,,,,,29-10,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
137,138,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,0,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,29-8,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
138,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,3-35-1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
139,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,3-35-2,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
140,141,,,,,,,,,,,,,,,,,,,,,,,18.7,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,24.5,,,,,,,,,,,,Non,,,,,,,,,,,,,,,10.9,6-35,,,0,,,35.3,,,,,,,,,,,,,,,,,,Héroïne,,,,
141,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3,,Non,,,,,,,,,,,,,,,,7-35-1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
142,143,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,71.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,Non,,,,,,,,,,,,,,,,7-35-2,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
143,144,,,,,,,,,,,,,,,,,,,,,,,21.2,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,21.8,,,,,,,,,,,,Non,,,,,,,,,,,,,,,10.4,1515E,,,0,,,39.4,,,,,,,,,,,,,,,,,,Héroïne,,,,
144,145,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,79.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Non,,,,,,,,,,,,,,,,1,,,0,,,,0,,,,,,,,,,,,,,,,,Cocaïne,,,,
145,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
146,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
147,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,,Non,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
148,149,,,,,,,,,,,,,,,,,8.5,,,,,,89.8,,,,,,,,,,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,30-1,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
149,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
